age,job,marital,education,default,housing,loan,contact,month,day_of_week,y
40,admin.,single,professional.course,unknown,yes,no,cellular,aug,fri,no
33,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,no
33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,no
59,retired,married,university.degree,unknown,no,yes,cellular,aug,fri,no
56,admin.,married,unknown,unknown,unknown,unknown,cellular,aug,fri,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,yes
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,yes
53,technician,married,professional.course,no,no,no,cellular,aug,fri,no
48,technician,married,professional.course,no,yes,no,cellular,aug,fri,yes
41,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,no
59,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,no
46,services,married,unknown,no,yes,yes,cellular,aug,fri,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,no
30,technician,single,professional.course,no,no,no,cellular,aug,fri,no
38,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,no
46,services,married,unknown,no,yes,no,cellular,aug,fri,no
46,services,married,unknown,no,no,no,cellular,aug,fri,no
46,services,married,unknown,no,no,no,cellular,aug,fri,yes
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
41,self-employed,married,professional.course,no,yes,no,cellular,aug,fri,no
34,housemaid,married,unknown,no,yes,no,cellular,aug,fri,no
39,housemaid,married,professional.course,no,yes,no,cellular,aug,fri,no
47,admin.,married,unknown,no,no,no,cellular,aug,fri,no
33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,no
39,housemaid,married,professional.course,no,no,no,cellular,aug,fri,no
29,admin.,single,university.degree,no,no,yes,cellular,aug,fri,no
54,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,no
51,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,no
29,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
51,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
45,blue-collar,married,basic.9y,no,no,yes,cellular,aug,fri,no
30,admin.,single,high.school,no,yes,no,cellular,aug,fri,no
34,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,yes
56,admin.,married,unknown,no,yes,no,cellular,aug,fri,no
48,services,married,basic.4y,unknown,yes,no,cellular,aug,fri,no
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,no
46,services,married,unknown,no,no,no,cellular,aug,fri,no
35,self-employed,married,basic.9y,no,no,no,telephone,aug,fri,no
47,technician,married,university.degree,unknown,no,no,cellular,aug,fri,no
34,technician,married,high.school,no,yes,no,cellular,aug,fri,no
49,unemployed,married,high.school,unknown,no,no,cellular,aug,fri,no
51,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,no
30,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,no
42,services,married,high.school,unknown,no,no,cellular,aug,fri,no
47,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,no
59,retired,married,unknown,no,yes,no,cellular,aug,fri,no
35,technician,single,high.school,unknown,yes,yes,cellular,aug,fri,no
47,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,no
37,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,no
34,admin.,married,university.degree,no,no,yes,cellular,aug,fri,no
37,self-employed,married,university.degree,no,yes,yes,cellular,aug,fri,no
50,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,no
59,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,no
50,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,no
34,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
37,management,married,high.school,no,yes,no,cellular,aug,fri,no
56,retired,married,unknown,no,no,no,cellular,aug,fri,no
56,retired,married,unknown,no,no,yes,cellular,aug,fri,no
35,technician,single,high.school,unknown,no,no,cellular,aug,fri,yes
51,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,no
29,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
55,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,no
37,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
33,unemployed,married,university.degree,no,no,no,cellular,aug,fri,no
33,unemployed,married,university.degree,no,yes,yes,cellular,aug,fri,no
47,services,married,high.school,unknown,no,no,cellular,aug,fri,no
47,services,married,high.school,unknown,yes,no,cellular,aug,fri,yes
31,technician,single,professional.course,no,yes,yes,cellular,aug,fri,no
32,admin.,single,high.school,no,yes,no,cellular,aug,fri,no
46,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,no
46,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,no
54,blue-collar,married,unknown,unknown,yes,yes,cellular,aug,fri,no
59,retired,married,unknown,no,yes,yes,cellular,aug,fri,no
54,blue-collar,married,unknown,unknown,yes,no,cellular,aug,fri,no
59,retired,married,unknown,no,no,no,cellular,aug,fri,no
31,technician,single,professional.course,no,yes,no,cellular,aug,fri,no
38,self-employed,married,basic.9y,unknown,no,no,cellular,aug,fri,yes
49,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,fri,no
30,technician,single,professional.course,no,yes,no,cellular,aug,fri,no
29,technician,single,university.degree,no,yes,yes,cellular,aug,fri,no
30,technician,single,university.degree,no,yes,no,cellular,aug,fri,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,no
30,admin.,single,high.school,no,no,no,cellular,aug,fri,no
38,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,fri,no
57,technician,married,professional.course,no,yes,no,cellular,aug,fri,no
48,blue-collar,married,basic.9y,no,yes,no,telephone,aug,fri,no
35,technician,single,university.degree,no,yes,no,cellular,aug,fri,no
58,blue-collar,married,unknown,unknown,yes,no,cellular,aug,fri,no
39,housemaid,married,professional.course,no,yes,no,cellular,aug,fri,no
58,blue-collar,married,unknown,unknown,yes,no,cellular,aug,fri,no
49,unemployed,married,high.school,unknown,yes,no,cellular,aug,fri,no
40,technician,single,high.school,no,yes,no,cellular,aug,fri,no
40,technician,single,high.school,no,no,no,cellular,aug,fri,no
52,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,no
34,technician,single,high.school,no,no,no,cellular,aug,fri,no
30,technician,single,university.degree,no,no,yes,cellular,aug,fri,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,no
45,technician,married,professional.course,unknown,no,no,cellular,aug,fri,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,no
30,technician,single,university.degree,no,no,yes,cellular,aug,fri,no
29,technician,single,high.school,no,yes,no,cellular,aug,fri,no
36,admin.,married,high.school,no,yes,no,cellular,aug,fri,no
31,technician,married,university.degree,no,no,no,cellular,aug,fri,no
34,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
54,blue-collar,married,unknown,no,no,no,cellular,aug,fri,no
34,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,no
59,retired,married,basic.4y,unknown,yes,no,cellular,aug,fri,no
53,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,no
38,technician,single,university.degree,no,yes,no,cellular,aug,fri,no
38,technician,single,university.degree,no,yes,no,cellular,aug,fri,no
54,admin.,married,high.school,no,yes,no,cellular,aug,fri,no
32,technician,married,university.degree,no,yes,no,cellular,aug,fri,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,no
53,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,yes
38,technician,single,university.degree,no,yes,yes,cellular,aug,fri,no
34,technician,divorced,professional.course,no,no,no,telephone,aug,fri,no
48,technician,married,university.degree,no,no,no,cellular,aug,fri,no
48,technician,married,university.degree,no,no,no,cellular,aug,fri,no
52,housemaid,married,unknown,no,yes,no,cellular,aug,fri,no
31,technician,married,university.degree,no,no,no,cellular,aug,fri,no
30,technician,single,university.degree,no,no,no,cellular,aug,fri,no
53,admin.,married,basic.4y,no,no,no,cellular,aug,fri,no
59,retired,married,university.degree,unknown,no,no,cellular,aug,fri,no
56,services,married,high.school,no,no,no,cellular,aug,fri,no
32,technician,married,professional.course,no,no,no,cellular,aug,fri,no
49,unemployed,married,high.school,unknown,yes,no,cellular,aug,fri,no
31,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,no
32,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,no
30,technician,single,professional.course,no,yes,no,cellular,aug,fri,no
29,admin.,married,university.degree,no,no,no,cellular,aug,fri,yes
30,technician,single,professional.course,no,yes,yes,cellular,aug,fri,no
45,services,married,high.school,no,no,no,cellular,aug,fri,no
29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,no
31,technician,single,professional.course,no,yes,no,cellular,aug,fri,no
32,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,no
32,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
58,blue-collar,married,unknown,unknown,yes,yes,cellular,aug,fri,no
30,technician,married,university.degree,no,no,no,cellular,aug,fri,no
33,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
37,technician,single,university.degree,no,no,no,cellular,aug,fri,no
37,technician,married,professional.course,no,no,no,cellular,aug,fri,no
52,services,married,high.school,unknown,yes,no,cellular,aug,fri,no
31,admin.,single,university.degree,no,no,yes,cellular,aug,fri,no
59,services,married,basic.4y,unknown,yes,no,cellular,aug,fri,no
56,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
36,management,married,university.degree,unknown,yes,yes,cellular,aug,fri,no
37,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,no
47,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,no
48,admin.,married,university.degree,no,yes,no,cellular,aug,fri,no
36,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
56,retired,married,unknown,no,no,no,cellular,aug,fri,no
49,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,fri,no
33,unemployed,married,university.degree,no,no,no,cellular,aug,fri,no
36,management,married,university.degree,unknown,no,no,telephone,aug,fri,no
31,technician,married,university.degree,no,no,no,cellular,aug,fri,no
31,blue-collar,married,basic.4y,no,yes,no,telephone,aug,fri,no
37,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
39,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
52,technician,married,professional.course,no,no,no,cellular,aug,fri,no
31,technician,married,university.degree,no,no,no,cellular,aug,fri,no
30,technician,single,university.degree,no,no,yes,cellular,aug,fri,no
47,admin.,married,unknown,no,yes,no,cellular,aug,fri,no
33,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,no
45,services,married,basic.4y,unknown,no,no,cellular,aug,fri,no
32,technician,single,professional.course,unknown,unknown,unknown,cellular,aug,fri,no
42,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
32,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,no
32,technician,divorced,high.school,no,no,no,cellular,aug,fri,no
31,technician,married,high.school,no,no,no,cellular,aug,fri,no
36,technician,single,professional.course,no,no,yes,cellular,aug,fri,no
57,technician,married,professional.course,unknown,no,no,cellular,aug,fri,no
48,technician,married,university.degree,no,no,no,cellular,aug,fri,no
48,technician,married,university.degree,no,no,no,cellular,aug,fri,no
52,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,no
29,technician,single,professional.course,no,no,no,cellular,aug,fri,no
29,technician,single,professional.course,no,no,no,cellular,aug,fri,no
57,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,no
52,admin.,married,unknown,unknown,no,no,cellular,aug,fri,no
55,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,no
48,admin.,single,university.degree,no,unknown,unknown,cellular,aug,fri,no
34,admin.,divorced,high.school,no,unknown,unknown,cellular,aug,fri,no
30,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,no
55,admin.,married,high.school,no,yes,no,cellular,aug,fri,no
53,admin.,divorced,university.degree,no,unknown,unknown,cellular,aug,fri,no
35,management,married,university.degree,no,no,yes,cellular,aug,fri,no
37,management,married,high.school,no,no,no,cellular,aug,fri,no
60,retired,married,basic.4y,unknown,yes,no,cellular,aug,fri,no
53,self-employed,married,basic.9y,no,yes,yes,cellular,aug,fri,yes
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
32,technician,married,professional.course,no,no,yes,cellular,aug,fri,no
33,admin.,married,university.degree,no,yes,yes,telephone,aug,fri,no
53,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,no
59,retired,married,unknown,no,no,no,cellular,aug,fri,no
40,management,married,university.degree,no,yes,no,cellular,aug,fri,no
48,technician,married,university.degree,no,no,no,cellular,aug,fri,no
59,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,no
47,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,no
39,technician,married,professional.course,no,no,no,cellular,aug,fri,no
60,management,married,university.degree,no,yes,no,cellular,aug,fri,no
59,admin.,married,university.degree,no,yes,no,cellular,aug,fri,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
51,unemployed,married,basic.9y,no,no,no,cellular,aug,fri,no
31,technician,divorced,high.school,no,yes,no,cellular,aug,fri,no
60,management,married,university.degree,no,no,no,cellular,aug,fri,no
42,entrepreneur,married,high.school,no,no,no,cellular,aug,fri,no
48,self-employed,married,high.school,no,yes,no,cellular,aug,fri,no
32,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,no
41,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,no
59,management,married,university.degree,no,no,no,cellular,aug,fri,no
39,technician,married,professional.course,no,no,yes,cellular,aug,fri,no
41,self-employed,married,basic.9y,no,no,yes,cellular,aug,fri,no
40,technician,married,professional.course,no,no,yes,cellular,aug,fri,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,no
39,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,no
39,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,no
60,management,married,university.degree,no,unknown,unknown,cellular,aug,fri,no
43,housemaid,married,basic.6y,no,no,no,cellular,aug,fri,no
55,technician,divorced,professional.course,no,no,no,cellular,aug,fri,no
44,blue-collar,married,illiterate,no,no,no,cellular,aug,fri,no
40,technician,married,high.school,no,yes,yes,cellular,aug,fri,no
33,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
30,management,married,university.degree,no,no,no,cellular,aug,fri,no
31,technician,divorced,high.school,no,no,no,cellular,aug,fri,no
33,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,no
36,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
39,admin.,married,professional.course,no,no,yes,cellular,aug,fri,no
39,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,no
47,technician,married,professional.course,no,yes,yes,cellular,aug,fri,no
44,technician,single,professional.course,no,yes,yes,cellular,aug,fri,no
35,technician,single,professional.course,no,no,yes,cellular,aug,fri,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
58,technician,divorced,professional.course,no,no,no,cellular,aug,fri,no
42,entrepreneur,married,high.school,no,no,no,cellular,aug,fri,no
36,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,no
31,technician,married,professional.course,no,no,no,cellular,aug,fri,no
52,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
30,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
31,technician,married,professional.course,no,yes,no,cellular,aug,fri,no
39,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,no
36,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,no
45,admin.,married,unknown,no,no,no,telephone,aug,fri,no
30,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
56,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,no
31,technician,married,professional.course,no,yes,yes,cellular,aug,fri,no
36,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,no
34,technician,married,university.degree,no,yes,yes,cellular,aug,fri,no
57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,no
37,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,no
34,admin.,single,university.degree,no,no,yes,cellular,aug,fri,no
32,technician,single,professional.course,no,no,no,cellular,aug,fri,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
49,management,married,university.degree,unknown,no,no,telephone,aug,fri,no
48,admin.,married,unknown,no,yes,yes,cellular,aug,fri,no
31,technician,divorced,high.school,no,no,no,cellular,aug,fri,no
35,technician,married,professional.course,no,no,no,cellular,aug,fri,no
35,admin.,married,university.degree,no,no,no,cellular,aug,fri,no
45,unemployed,married,professional.course,no,yes,yes,cellular,aug,fri,no
40,technician,single,university.degree,no,no,yes,cellular,aug,fri,no
31,management,married,university.degree,no,no,no,cellular,aug,fri,no
51,services,married,unknown,no,no,no,cellular,aug,fri,no
30,self-employed,married,professional.course,no,no,no,cellular,aug,fri,no
39,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,no
33,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,no
57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,no
32,technician,single,university.degree,no,no,no,cellular,aug,fri,no
46,housemaid,married,basic.4y,no,yes,no,cellular,aug,fri,no
46,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,no
48,self-employed,married,high.school,no,no,no,cellular,aug,fri,no
36,admin.,divorced,high.school,no,no,yes,cellular,aug,fri,no
33,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
32,management,married,high.school,no,no,no,cellular,aug,fri,no
32,technician,single,professional.course,no,no,yes,cellular,aug,fri,no
54,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,no
53,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,no
31,technician,single,professional.course,no,no,no,cellular,aug,fri,no
31,technician,single,professional.course,no,no,yes,cellular,aug,fri,no
32,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,no
32,technician,married,professional.course,no,unknown,unknown,telephone,aug,fri,no
36,technician,single,university.degree,no,no,no,cellular,aug,fri,no
54,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,no
45,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,no
32,admin.,married,university.degree,no,yes,no,cellular,aug,fri,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
32,admin.,single,university.degree,no,no,no,cellular,aug,fri,no
39,admin.,married,professional.course,no,no,no,cellular,aug,fri,no
31,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,no
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,no
58,services,married,high.school,no,no,no,cellular,aug,fri,no
35,admin.,single,university.degree,no,yes,no,cellular,aug,fri,no
48,technician,married,university.degree,no,yes,no,cellular,aug,fri,no
35,management,married,university.degree,no,no,yes,cellular,aug,fri,yes
51,services,married,unknown,no,no,yes,cellular,aug,fri,no
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,no
31,technician,divorced,high.school,no,yes,no,cellular,aug,fri,no
60,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,no
45,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,no
45,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,no
36,admin.,married,professional.course,no,yes,no,cellular,aug,fri,no
52,services,married,high.school,unknown,unknown,unknown,cellular,aug,mon,no
47,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
35,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,no
33,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,no
46,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,yes
47,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,mon,no
35,management,divorced,university.degree,no,no,yes,cellular,aug,mon,no
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
30,technician,single,professional.course,no,no,no,cellular,aug,mon,no
50,admin.,married,university.degree,no,yes,no,cellular,aug,mon,no
31,technician,single,professional.course,no,no,no,cellular,aug,mon,no
40,technician,married,university.degree,no,no,no,cellular,aug,mon,no
33,management,married,university.degree,no,no,no,cellular,aug,mon,no
35,management,divorced,university.degree,no,no,no,cellular,aug,mon,no
39,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
42,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,no
31,technician,single,professional.course,no,no,no,cellular,aug,mon,no
48,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
41,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,no
42,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,no
57,self-employed,married,university.degree,unknown,no,no,cellular,aug,mon,no
57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
32,admin.,single,university.degree,no,no,yes,cellular,aug,mon,no
40,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
36,admin.,married,professional.course,no,yes,no,cellular,aug,mon,no
37,admin.,single,university.degree,no,no,yes,cellular,aug,mon,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,mon,no
35,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
33,technician,married,high.school,no,yes,yes,cellular,aug,mon,no
33,self-employed,married,university.degree,no,no,no,cellular,aug,mon,no
31,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
44,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,yes
29,admin.,single,university.degree,unknown,yes,no,cellular,aug,mon,no
30,technician,divorced,university.degree,no,no,no,cellular,aug,mon,no
37,admin.,married,university.degree,no,yes,no,cellular,aug,mon,no
46,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,no
41,admin.,married,university.degree,no,yes,no,cellular,aug,mon,no
31,technician,married,university.degree,no,no,no,cellular,aug,mon,no
45,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,no
59,retired,married,basic.9y,no,yes,no,cellular,aug,mon,no
35,management,divorced,university.degree,no,yes,no,cellular,aug,mon,yes
32,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,no
50,technician,divorced,professional.course,no,no,no,cellular,aug,mon,no
35,technician,married,professional.course,no,no,yes,cellular,aug,mon,no
30,admin.,single,university.degree,no,no,yes,cellular,aug,mon,no
37,admin.,single,university.degree,no,no,yes,cellular,aug,mon,no
49,services,married,high.school,no,yes,no,cellular,aug,mon,no
58,admin.,divorced,university.degree,unknown,no,no,cellular,aug,mon,no
37,admin.,single,university.degree,no,no,yes,cellular,aug,mon,no
58,admin.,divorced,university.degree,unknown,no,yes,cellular,aug,mon,no
50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,no
47,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,no
29,technician,single,professional.course,unknown,no,no,cellular,aug,mon,no
35,management,divorced,university.degree,no,no,no,cellular,aug,mon,no
44,self-employed,married,basic.9y,unknown,no,no,cellular,aug,mon,no
33,technician,married,professional.course,no,yes,no,cellular,aug,mon,no
58,admin.,divorced,university.degree,unknown,no,no,cellular,aug,mon,no
50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,no
50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,no
60,retired,married,unknown,no,yes,no,cellular,aug,mon,yes
47,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,no
58,admin.,married,university.degree,no,no,no,cellular,aug,mon,no
57,self-employed,married,university.degree,unknown,yes,no,cellular,aug,mon,yes
60,blue-collar,married,unknown,no,no,no,cellular,aug,mon,no
56,blue-collar,married,unknown,no,no,no,cellular,aug,mon,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
39,unemployed,married,university.degree,unknown,no,yes,cellular,aug,mon,no
56,retired,married,professional.course,no,yes,no,cellular,aug,mon,no
37,technician,single,professional.course,no,yes,no,cellular,aug,mon,no
39,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,no
52,services,married,high.school,unknown,no,no,cellular,aug,mon,no
35,technician,married,professional.course,no,no,no,cellular,aug,mon,no
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
47,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,no
35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,no
53,housemaid,married,unknown,no,no,no,cellular,aug,mon,no
35,technician,married,professional.course,no,no,no,cellular,aug,mon,no
58,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,no
57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
53,management,married,university.degree,no,yes,no,cellular,aug,mon,no
35,management,divorced,university.degree,no,no,no,cellular,aug,mon,yes
37,admin.,single,university.degree,no,yes,no,cellular,aug,mon,no
53,blue-collar,married,basic.6y,no,yes,no,cellular,aug,mon,no
35,management,married,university.degree,no,no,yes,telephone,aug,mon,no
32,unemployed,married,university.degree,no,yes,no,cellular,aug,mon,no
53,housemaid,married,unknown,no,yes,no,cellular,aug,mon,no
48,services,married,basic.9y,no,yes,no,cellular,aug,mon,no
47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
40,technician,married,professional.course,no,no,no,cellular,aug,mon,no
30,technician,single,high.school,no,yes,no,telephone,aug,mon,no
59,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,no
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
58,management,married,university.degree,no,yes,no,cellular,aug,mon,no
58,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,no
45,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,no
53,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,no
32,technician,single,university.degree,no,yes,yes,cellular,aug,mon,no
37,admin.,single,university.degree,no,no,no,cellular,aug,mon,no
42,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,no
47,admin.,married,high.school,no,yes,no,cellular,aug,mon,yes
59,retired,married,unknown,no,no,no,cellular,aug,mon,no
53,management,married,university.degree,no,yes,no,cellular,aug,mon,no
44,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,no
47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,no
39,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,no
47,blue-collar,married,university.degree,no,no,no,cellular,aug,mon,no
29,admin.,single,university.degree,no,no,yes,cellular,aug,mon,no
54,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,no
50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,no
48,services,married,high.school,unknown,yes,yes,cellular,aug,mon,no
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,no
55,retired,married,high.school,unknown,no,no,cellular,aug,mon,no
43,technician,divorced,professional.course,unknown,no,yes,cellular,aug,mon,no
49,services,married,high.school,no,no,no,cellular,aug,mon,no
42,admin.,divorced,university.degree,no,yes,yes,cellular,aug,mon,no
32,technician,single,high.school,no,yes,no,cellular,aug,mon,yes
33,admin.,married,university.degree,no,no,no,cellular,aug,mon,no
56,technician,married,university.degree,no,no,no,cellular,aug,mon,no
48,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,no
48,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,no
59,retired,married,basic.9y,no,yes,no,cellular,aug,mon,no
37,technician,married,university.degree,no,yes,no,cellular,aug,mon,no
